9.000000000000000000e+00,3.800000000000000000e+01,6.920000000000000000e+02
1.000000000000000000e+00,1.780000000000000000e+02,5.250000000000000000e+02
1.000000000000000000e+00,1.880000000000000000e+02,7.020000000000000000e+02
9.000000000000000000e+00,3.600000000000000000e+01,6.000000000000000000e+02
1.100000000000000000e+01,1.290000000000000000e+02,1.500000000000000000e+01
3.000000000000000000e+00,9.000000000000000000e+01,2.860000000000000000e+02
3.000000000000000000e+00,8.800000000000000000e+01,2.660000000000000000e+02
1.000000000000000000e+00,1.770000000000000000e+02,1.170000000000000000e+03
3.000000000000000000e+00,9.100000000000000000e+01,2.310000000000000000e+02
1.000000000000000000e+00,1.820000000000000000e+02,9.510000000000000000e+02
1.000000000000000000e+00,1.800000000000000000e+02,5.730000000000000000e+02
1.000000000000000000e+00,1.850000000000000000e+02,5.300000000000000000e+02
1.000000000000000000e+00,1.800000000000000000e+02,5.770000000000000000e+02
5.000000000000000000e+00,1.450000000000000000e+02,1.370000000000000000e+02
1.000000000000000000e+01,7.300000000000000000e+01,6.200000000000000000e+01
4.000000000000000000e+00,7.900000000000000000e+01,7.700000000000000000e+01
1.000000000000000000e+00,1.770000000000000000e+02,1.160000000000000000e+03
2.000000000000000000e+00,5.700000000000000000e+01,8.000000000000000000e+00
1.000000000000000000e+00,1.780000000000000000e+02,1.061000000000000000e+03
1.100000000000000000e+01,1.200000000000000000e+02,1.600000000000000000e+01
1.000000000000000000e+00,1.800000000000000000e+02,1.005000000000000000e+03
1.000000000000000000e+00,1.840000000000000000e+02,5.840000000000000000e+02
6.000000000000000000e+00,7.300000000000000000e+01,4.000000000000000000e+01
1.000000000000000000e+00,1.860000000000000000e+02,6.530000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+02,9.520000000000000000e+02
1.000000000000000000e+00,1.710000000000000000e+02,5.330000000000000000e+02
1.100000000000000000e+01,1.290000000000000000e+02,1.200000000000000000e+01
1.000000000000000000e+00,1.850000000000000000e+02,6.150000000000000000e+02
1.100000000000000000e+01,1.280000000000000000e+02,1.300000000000000000e+01
1.000000000000000000e+00,1.720000000000000000e+02,1.097000000000000000e+03
1.000000000000000000e+00,1.830000000000000000e+02,8.030000000000000000e+02
1.100000000000000000e+01,1.310000000000000000e+02,1.600000000000000000e+01
1.000000000000000000e+00,1.830000000000000000e+02,7.500000000000000000e+02
3.000000000000000000e+00,9.400000000000000000e+01,2.850000000000000000e+02
1.000000000000000000e+00,1.780000000000000000e+02,1.128000000000000000e+03
1.000000000000000000e+00,1.730000000000000000e+02,8.410000000000000000e+02
5.000000000000000000e+00,1.410000000000000000e+02,8.200000000000000000e+01
1.100000000000000000e+01,1.170000000000000000e+02,1.300000000000000000e+01
1.000000000000000000e+00,1.830000000000000000e+02,1.100000000000000000e+03
1.000000000000000000e+00,1.830000000000000000e+02,9.650000000000000000e+02
1.000000000000000000e+00,1.760000000000000000e+02,9.200000000000000000e+02
1.000000000000000000e+00,1.670000000000000000e+02,7.180000000000000000e+02
1.100000000000000000e+01,1.270000000000000000e+02,1.400000000000000000e+01
1.100000000000000000e+01,1.190000000000000000e+02,1.500000000000000000e+01
2.000000000000000000e+00,6.000000000000000000e+01,1.300000000000000000e+01
1.100000000000000000e+01,1.290000000000000000e+02,1.300000000000000000e+01
7.000000000000000000e+00,5.600000000000000000e+01,1.320000000000000000e+02
1.000000000000000000e+00,1.800000000000000000e+02,6.750000000000000000e+02
2.000000000000000000e+00,5.500000000000000000e+01,8.000000000000000000e+00
1.100000000000000000e+01,1.260000000000000000e+02,1.200000000000000000e+01
5.000000000000000000e+00,1.440000000000000000e+02,1.700000000000000000e+02
1.100000000000000000e+01,1.240000000000000000e+02,1.600000000000000000e+01
6.000000000000000000e+00,7.700000000000000000e+01,3.600000000000000000e+01
1.000000000000000000e+00,1.760000000000000000e+02,1.080000000000000000e+03
1.000000000000000000e+00,1.720000000000000000e+02,1.021000000000000000e+03
1.100000000000000000e+01,1.240000000000000000e+02,1.600000000000000000e+01
1.100000000000000000e+01,1.250000000000000000e+02,1.600000000000000000e+01
1.000000000000000000e+00,1.840000000000000000e+02,8.060000000000000000e+02
1.000000000000000000e+00,1.720000000000000000e+02,9.160000000000000000e+02
1.000000000000000000e+00,1.880000000000000000e+02,6.590000000000000000e+02
1.000000000000000000e+00,1.810000000000000000e+02,1.178000000000000000e+03
1.000000000000000000e+00,1.890000000000000000e+02,6.350000000000000000e+02
4.000000000000000000e+00,7.200000000000000000e+01,4.300000000000000000e+01
5.000000000000000000e+00,1.340000000000000000e+02,1.330000000000000000e+02
1.100000000000000000e+01,1.280000000000000000e+02,1.600000000000000000e+01
5.000000000000000000e+00,1.410000000000000000e+02,1.320000000000000000e+02
1.000000000000000000e+00,1.770000000000000000e+02,7.620000000000000000e+02
1.000000000000000000e+00,1.820000000000000000e+02,5.500000000000000000e+02
5.000000000000000000e+00,1.440000000000000000e+02,9.800000000000000000e+01
3.000000000000000000e+00,9.600000000000000000e+01,3.300000000000000000e+02
6.000000000000000000e+00,7.200000000000000000e+01,4.900000000000000000e+01
4.000000000000000000e+00,7.900000000000000000e+01,7.500000000000000000e+01
1.000000000000000000e+00,1.780000000000000000e+02,9.410000000000000000e+02
1.000000000000000000e+00,1.790000000000000000e+02,1.018000000000000000e+03
9.000000000000000000e+00,3.500000000000000000e+01,5.390000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+02,6.980000000000000000e+02
1.000000000000000000e+00,1.780000000000000000e+02,6.720000000000000000e+02
1.000000000000000000e+00,1.720000000000000000e+02,1.103000000000000000e+03
1.000000000000000000e+00,1.750000000000000000e+02,7.550000000000000000e+02
1.000000000000000000e+00,1.790000000000000000e+02,8.910000000000000000e+02
